NAME,CONTACT NO,RATING,RATING COUNT,ADDRESS,LOCATION,CATEGORY
Raguman Mailgai Store,+(91)9842265156,4.7,6,"Thuvakudi, Tiruchirappalli, Madha Kovil Street, Thuvakkudi, Trichy - 620015",Trichy,Grocery Stores
Star Maligai,+(91)9095172645,4.7,6,"Old Nh Road, Puvalur, Trichy - 621712, Nazim Apportmant",Trichy,Grocery Stores
Sudar Prakash Stores,+(91)9842465267,4.4,7,"Ramakrishna Nagar, Kallukuzhi, Tiruchirappalli, Tiruchirappalli Railway Station, Trichy - 620001",Trichy,Grocery Stores
Arul Store,+(91)7502558740,4.3,6,"23, Raja St, Highways Colony, Ranjitha Puram, Subramaniyapuram, Sangillyandapuram, Tiruchirappalli, Trichy - 620020",Trichy,Grocery Stores
Grocery King,+(91)9894413934,3.7,6,"Sri Home, 21, Kottapattu, Thirunagar, Tiruchirappalli, Trichy - 620020",Trichy,Grocery Stores
Jalal Broilers,+(91)9865157670,3.7,6,"Pallivasal Street, Sirugamani, Trichy - 639115, Oppposite Pallivasal",Trichy,Grocery Stores
Shrinitha Ayurveda & Natura..,+(91)7871622109,3.7,6,"6, Tiruchengode Namakkal Trichy Road, Thottiyam, Trichy - 621215",Trichy,Grocery Stores
Taj Maligai,+(91)9750113464,3.2,10,"Ksj Complex, Kela Ambikapuram, Tiruchirappalli, Ponmalai, Trichy - 620004",Trichy,Grocery Stores
RR Maligai,+(91)9790407189,3.6,6,"Karur Main Road, Jiyapuram, Trichy - 639101, Near Jeeyapuram",Trichy,Grocery Stores
Pick N Pack,+(91)4312763481,3.3,6,"No B 31/7, Singaram Complex, Ramalingam  Nagar Office Stationery Dealers, Trichy - 620018, Near 5th Main Road",Trichy,Grocery Stores
Kaveri Stores,+(91)4312314662,2.4,7,"Sengulam Colony, Tiruchirappalli, Illupur Main Road, Mannarpuram, Trichy - 620020",Trichy,Grocery Stores
