NAME,CONTACT NO,RATING,RATING COUNT,ADDRESS,LOCATION,CATEGORY
Madras Milk,+(91)4432222111,3.9,128,"No 54 A, South West Boag Road, T Nagar, Chennai - 600017, Opposite Bandhan Bank",Chennai,Grocery Stores
Reliance Fresh,+(91)4422261389,3.6,128,"33, Duraiswamy Reddy Street, West, Tambaram, Chennai - 600045",Chennai,Grocery Stores
Garden Fresh Super Store,+(91)7338702400,4.0,126,"Plot No 20, Main Road, Madambakkam, Chennai - 600126, Padmavathy Nagar Extension",Chennai,Grocery Stores
Demaries Supermarket,+(91)4426701712,4.3,122,"No 39 Rajavel Building Ground & 1st Floor, Paper Mills Road, Perambur, Chennai - 600011, Opposite Gandhi Statue",Chennai,Grocery Stores
Dharma Fancy Shopee,+(91)4426151872,4.2,122,"NO-W587, SCHOOL ROAD, Anna Nagar West, Chennai - 600101, NEAR SBOIA",Chennai,Grocery Stores
Thangam Super Market,+(91)9790790979,3.9,121,"No, 10/194, Anjaneyar Koil Street, Vengaivasal, Chennai - 600126, Near Noonthancheri Link Road Junction",Chennai,Grocery Stores
Valuemart,+(91)4445522599,3.9,119,"HIG -104,, Nolambur Main Road,, Mogappair West, Chennai - 600037, Opposite State Bank Of India- Nolambur,",Chennai,Grocery Stores
Udhagai Pazhamudhir Cholai,+(91)4426567624,3.9,119,"No PC 1/10, Pari Salai, Mogappair East, Chennai - 600037, Near 7 H Bus Depot",Chennai,Grocery Stores
Nilgiris Supermarket,+(91)4442863070,3.7,117,"No 91 Jain Green Acres Building Block No 19 Ground Floor, Dharga Road, Pallavaram, Chennai - 600043, Near Zamin Pallavaram",Chennai,Grocery Stores
K-Mart,+(91)9620939394,4.1,115,"No 113, 1st Main Road , Vgp Selva Nagar Extension, Velacheri, Chennai - 600042, Near Dav Public School Back Gate",Chennai,Grocery Stores
Reliance Fresh,+(91)4442059038,3.5,115,"No 136/80, Eldams Road, Teynampet, Chennai - 600018, Near Corporation School",Chennai,Grocery Stores
S M Super Market,+(91)4422761555,4.0,114,"No 253/1 C, 2 B, Mudichur Road, Tambaram West, Chennai - 600045, Near Bharathi Nagar Bus Stop",Chennai,Grocery Stores
Brown Tree,+(91)04443037722,4.1,113,"No-32, Velacheri Main Road, Velacheri, Chennai - 600042, Opposite to Snap Fitness",Chennai,Grocery Stores
Venkatesh Super Market,+(91)8939777877,4.1,113,"2/98 Ecr Road, Palavakkam, Chennai - 600041, Near Periyar Nagar Signal",Chennai,Grocery Stores
Heaven Greens Supermarket,+(91)4424414343,4.1,109,"31/145, EastMada St, Lalitha Nagar, Thiruvanmiyur, Chennai - 600041, Near By Marutheeshwarar Temple",Chennai,Grocery Stores
Rahman Grocery,+(91)4424954465,3.9,109,"New No 121, Old No 72, 2nd Trust Main Road, Mandaveli, Chennai - 600004, Near Bharathi Airtel",Chennai,Grocery Stores
APR Super Market,+(91)4425370443,3.7,109,"No 1, Tondiarpet High Road, Kodungaiyur, Chennai - 600118, Opposite M R Nagar Bus Stop",Chennai,Grocery Stores
Rajan Supermarket,+(91)04426575253,4.1,107,"No 67 A, North Park Street, Ambattur, Chennai - 600053, Near Ambattur  Bus Stop",Chennai,Grocery Stores
Venkateshwara Super Market,+(91)9087002013,4.0,107,"No.71A, Nalla Thambi Road., Pammal, Chennai - 600075, Near Vignesh Mahal.",Chennai,Grocery Stores
Vaibhave Shoppe,+(91)4424897977,4.3,106,"No 51, Arya Gowda Raod, West Mambalam, Chennai - 600033, Near to Ayodya Mandapam",Chennai,Grocery Stores
Empire Agencies,+(91)4425393696,4.1,103,"No 11, Audiappa Naicken Street, Parrys, Chennai - 600001, Near Canara Bank",Chennai,Grocery Stores
Iceland Organic Valley,+(91)4442810810,3.9,103,"No 20 & 21  Shri Nilayam, Ecr Road, Nilangarai-neelankarai, Chennai - 600041, Near Buhari Bus Stop, Raja Nagar",Chennai,Grocery Stores
Anthony Stores,+(91)9789800241,4.7,98,"9, Vandalurkelambakkam Road, Rajan Nagar, Kelambakkam, Chennai - 603103",Chennai,Grocery Stores
Universal Supermarket,+(91)4422242916,4.0,98,"No 10, 3rd Main Road, Nanganallur, Chennai - 600061, Lakshmi Nagar",Chennai,Grocery Stores
Seoul Store Trading Pvt Ltd,+(91)4443111797,4.2,97,"No 96 Kaveri Complex Ground Floor, Mahatma Gandhi Road Nungambakkam High Road, Nungambakkam, Chennai - 600034, Near Ganpath Hotel",Chennai,Grocery Stores
Greens Supermarket,+(91)4422232331,4.2,97,"No : 6. Vinobaji Nagar, Kannamal Street., Hasthinapuram-Chitlapakkam, Chennai - 600064, Near By Hasthinapuram Bus Stand",Chennai,Grocery Stores
Chennai Basket,+(91)9551400400,3.8,96,"Dlf Garden, Semmencherry, City Road, Semmancheri, Chennai - 600119, Opposite The Psbb Millennium School",Chennai,Grocery Stores
Silver Sky Supermart,+(91)4424725540,3.8,95,"Old No 5/2 New No 17, North Gangaiamman Koil Street, Kodambakkam, Chennai - 600024, Opposite  Nageswari Amman Koil",Chennai,Grocery Stores
Manoj Supermarket,+(91)4442660858,4.2,90,"No 175  G1, 4Th Main Road, Velacheri, Chennai - 600042, Opposite  Balaji Medicals, AGS Colony",Chennai,Grocery Stores
Rajalakshmi Super Market,+(91)4443572037,3.7,90,"No 30, Veerasamy Street, Egmore, Chennai - 600008, Near ICICI Bank & F2 Police Station",Chennai,Grocery Stores
Nalam Organic Super Store,+(91)9551672777,4.4,89,"No. 4/14, Valluvar Salai, Valluvar Salai-Ramapuram, Chennai - 600089, Near Arasamaram Bus Stop",Chennai,Grocery Stores
S Natesan Super Market,+(91)4422433339,3.9,88,"No 229/19, Velachery Main Road, Velacheri, Chennai - 600042, Near Dhandeeswaram Bus Stop",Chennai,Grocery Stores
A P Super Market,+(91)4423640333,4.2,86,"1a,, Vembuliamman Koil St, Udhayam Colony, Lambert Nagar, Virugambakkam, Chennai - 600092",Chennai,Grocery Stores
Happy Stores,+(91)4442174261,4.3,84,"No 3, Ponappan Street, Purasawalkam, Chennai - 600084, Near Madharsha & Sons",Chennai,Grocery Stores
Krishna Shopping Mall,+(91)4424542141,4.2,82,"No 10, Mgr Road, Kandanchavadi, Chennai - 600096, Opp RMZ Opposite",Chennai,Grocery Stores
Annai Stores,+(91)4426570237,4.1,81,"No 22/34, Shop Street, Ambattur, Chennai - 600053, Near Ambattur Railway Gate",Chennai,Grocery Stores
Thangam Supermarket,+(91)4422780409,4.1,81,"No 141, Velachery Main Road, Gowrivakkam, Chennai - 600073, Near SIVET Colege",Chennai,Grocery Stores
BLISS Supermarket,+(91)7397220111,3.9,81,"No2, GKM STREET, Thirumazhisai, Chennai - 600124, NEAR ANJANEYA TEMPLE",Chennai,Grocery Stores
Get Fresh,+(91)04423466999,3.7,81,"No 28, Perambur High Road, Jamalia, Chennai - 600012, Near Jamalia Bus Stop & Esi Hospital",Chennai,Grocery Stores
